loiczid,mean_cat_score,mean_pop_trend_score,n_cat_species,n_trend_species,source
203410,0,NaN,1,0,iucn
203411,0,NaN,1,0,iucn
203412,0,NaN,1,0,iucn
203413,0,NaN,1,0,iucn
204120,0,NaN,1,0,iucn
204121,0,NaN,1,0,iucn
204122,0,NaN,1,0,iucn
204123,0,NaN,1,0,iucn
204124,0,NaN,1,0,iucn
204125,0,NaN,1,0,iucn
204126,0,NaN,1,0,iucn
204127,0,NaN,1,0,iucn
204128,0,NaN,1,0,iucn
204129,0,NaN,1,0,iucn
204130,0,NaN,1,0,iucn
204131,0,NaN,1,0,iucn
204132,0,NaN,1,0,iucn
204133,0,NaN,1,0,iucn
204134,0,NaN,1,0,iucn
204135,0,NaN,1,0,iucn
204838,0,NaN,2,0,iucn
204839,0,NaN,2,0,iucn
204840,0,NaN,2,0,iucn
204841,0,NaN,2,0,iucn
204842,0,NaN,2,0,iucn
204843,0,NaN,2,0,iucn
204844,0,NaN,2,0,iucn
204845,0,NaN,2,0,iucn
204846,0,NaN,2,0,iucn
204847,0,NaN,2,0,iucn
204848,0,NaN,2,0,iucn
204849,0,NaN,2,0,iucn
204850,0,NaN,2,0,iucn
204851,0,NaN,2,0,iucn
204852,0,NaN,2,0,iucn
204853,0,NaN,2,0,iucn
204854,0,NaN,2,0,iucn
204855,0,NaN,2,0,iucn
204856,0,NaN,2,0,iucn
205557,0,NaN,2,0,iucn
205558,0,NaN,2,0,iucn
205559,0,NaN,2,0,iucn
205560,0,NaN,2,0,iucn
205561,0,NaN,2,0,iucn
205562,0,NaN,2,0,iucn
205563,0,NaN,2,0,iucn
205564,0,NaN,2,0,iucn
205565,0,NaN,2,0,iucn
205566,0,NaN,2,0,iucn
205567,0,NaN,2,0,iucn
205568,0,NaN,2,0,iucn
205569,0,NaN,2,0,iucn
205570,0,NaN,2,0,iucn
205571,0,NaN,2,0,iucn
205572,0,NaN,2,0,iucn
205573,0,NaN,2,0,iucn
205574,0,NaN,2,0,iucn
205575,0,NaN,2,0,iucn
205576,0,NaN,2,0,iucn
205577,0,NaN,2,0,iucn
205578,0,NaN,2,0,iucn
206276,0,NaN,2,0,iucn
206277,0,NaN,2,0,iucn
206278,0,NaN,2,0,iucn
206279,0,NaN,2,0,iucn
206280,0,NaN,2,0,iucn
206281,0,NaN,2,0,iucn
206282,0,NaN,2,0,iucn
206283,0,NaN,2,0,iucn
206284,0,NaN,2,0,iucn
206285,0,NaN,2,0,iucn
206286,0,NaN,2,0,iucn
206287,0,NaN,2,0,iucn
206288,0,NaN,2,0,iucn
206289,0,NaN,2,0,iucn
206290,0,NaN,2,0,iucn
206291,0,NaN,2,0,iucn
206292,0,NaN,2,0,iucn
206293,0,NaN,2,0,iucn
206294,0,NaN,2,0,iucn
206295,0,NaN,2,0,iucn
206296,0,NaN,2,0,iucn
206297,0,NaN,2,0,iucn
206298,0,NaN,2,0,iucn
206996,0,NaN,2,0,iucn
206997,0,NaN,2,0,iucn
206998,0,NaN,2,0,iucn
206999,0,NaN,2,0,iucn
207000,0,NaN,2,0,iucn
207001,0,NaN,2,0,iucn
207002,0,NaN,2,0,iucn
207003,0,NaN,2,0,iucn
207004,0,NaN,2,0,iucn
207005,0,NaN,2,0,iucn
207006,0,NaN,2,0,iucn
207007,0,NaN,2,0,iucn
207008,0,NaN,2,0,iucn
207009,0,NaN,2,0,iucn
207010,0,NaN,2,0,iucn
207011,0,NaN,2,0,iucn
207012,0,NaN,2,0,iucn
207013,0,NaN,2,0,iucn
207014,0,NaN,2,0,iucn
207015,0,NaN,2,0,iucn
207016,0,NaN,2,0,iucn
207017,0,NaN,2,0,iucn
207018,0,NaN,2,0,iucn
207019,0,NaN,2,0,iucn
207716,0,NaN,2,0,iucn
207717,0,NaN,2,0,iucn
207718,0,NaN,2,0,iucn
207719,0,NaN,2,0,iucn
207720,0,NaN,2,0,iucn
207721,0,NaN,2,0,iucn
207722,0,NaN,2,0,iucn
207723,0,NaN,2,0,iucn
207724,0,NaN,2,0,iucn
207725,0,NaN,2,0,iucn
207726,0,NaN,2,0,iucn
207727,0,NaN,1,0,iucn
207728,0,NaN,1,0,iucn
207729,0,NaN,2,0,iucn
207730,0,NaN,2,0,iucn
207731,0,NaN,2,0,iucn
207732,0,NaN,2,0,iucn
207733,0,NaN,2,0,iucn
207734,0,NaN,2,0,iucn
207735,0,NaN,2,0,iucn
207736,0,NaN,2,0,iucn
207737,0,NaN,2,0,iucn
207738,0,NaN,2,0,iucn
207739,0,NaN,2,0,iucn
208436,0,NaN,2,0,iucn
208437,0,NaN,2,0,iucn
208438,0,NaN,2,0,iucn
208439,0,NaN,2,0,iucn
208440,0,NaN,2,0,iucn
208441,0,NaN,2,0,iucn
208442,0,NaN,2,0,iucn
208443,0,NaN,2,0,iucn
208444,0,NaN,2,0,iucn
208445,0,NaN,2,0,iucn
208446,0,NaN,2,0,iucn
208447,0,NaN,1,0,iucn
208448,0,NaN,1,0,iucn
208449,0,NaN,2,0,iucn
208450,0,NaN,2,0,iucn
208451,0,NaN,2,0,iucn
208452,0,NaN,2,0,iucn
208453,0,NaN,2,0,iucn
208454,0,NaN,2,0,iucn
208455,0,NaN,2,0,iucn
208456,0,NaN,2,0,iucn
208457,0,NaN,2,0,iucn
208458,0,NaN,2,0,iucn
208459,0,NaN,2,0,iucn
209156,0,NaN,2,0,iucn
209157,0,NaN,2,0,iucn
209158,0,NaN,2,0,iucn
209159,0,NaN,2,0,iucn
209160,0,NaN,2,0,iucn
209161,0,NaN,2,0,iucn
209162,0,NaN,2,0,iucn
209163,0,NaN,2,0,iucn
209164,0,NaN,2,0,iucn
209165,0,NaN,2,0,iucn
209166,0,NaN,2,0,iucn
209167,0,NaN,2,0,iucn
209168,0,NaN,2,0,iucn
209169,0,NaN,2,0,iucn
209170,0,NaN,2,0,iucn
209171,0,NaN,2,0,iucn
209172,0,NaN,2,0,iucn
209173,0,NaN,2,0,iucn
209174,0,NaN,2,0,iucn
209175,0,NaN,2,0,iucn
209176,0,NaN,2,0,iucn
209177,0,NaN,2,0,iucn
209178,0,NaN,2,0,iucn
209179,0,NaN,2,0,iucn
209876,0,NaN,2,0,iucn
209877,0,NaN,2,0,iucn
209878,0,NaN,2,0,iucn
209879,0,NaN,2,0,iucn
209880,0,NaN,2,0,iucn
209881,0,NaN,2,0,iucn
209882,0,NaN,2,0,iucn
209883,0,NaN,2,0,iucn
209884,0,NaN,2,0,iucn
209885,0,NaN,2,0,iucn
209886,0,NaN,2,0,iucn
209887,0,NaN,2,0,iucn
209888,0,NaN,2,0,iucn
209889,0,NaN,2,0,iucn
209890,0,NaN,2,0,iucn
209891,0,NaN,2,0,iucn
209892,0,NaN,2,0,iucn
209893,0,NaN,2,0,iucn
209894,0,NaN,2,0,iucn
209895,0,NaN,2,0,iucn
209896,0,NaN,2,0,iucn
209897,0,NaN,2,0,iucn
209898,0,NaN,2,0,iucn
210597,0,NaN,2,0,iucn
210598,0,NaN,2,0,iucn
210599,0,NaN,2,0,iucn
210600,0,NaN,2,0,iucn
210601,0,NaN,2,0,iucn
210602,0,NaN,2,0,iucn
210603,0,NaN,2,0,iucn
210604,0,NaN,2,0,iucn
210605,0,NaN,2,0,iucn
210606,0,NaN,2,0,iucn
210607,0,NaN,2,0,iucn
210608,0,NaN,2,0,iucn
210609,0,NaN,2,0,iucn
210610,0,NaN,2,0,iucn
210611,0,NaN,2,0,iucn
210612,0,NaN,2,0,iucn
210613,0,NaN,2,0,iucn
210614,0,NaN,2,0,iucn
210615,0,NaN,2,0,iucn
210616,0,NaN,2,0,iucn
210617,0,NaN,2,0,iucn
210618,0,NaN,2,0,iucn
211318,0,NaN,2,0,iucn
211319,0,NaN,2,0,iucn
211320,0,NaN,2,0,iucn
211321,0,NaN,2,0,iucn
211322,0,NaN,2,0,iucn
211323,0,NaN,2,0,iucn
211324,0,NaN,2,0,iucn
211325,0,NaN,2,0,iucn
211326,0,NaN,2,0,iucn
211327,0,NaN,2,0,iucn
211328,0,NaN,2,0,iucn
211329,0,NaN,2,0,iucn
211330,0,NaN,2,0,iucn
211331,0,NaN,2,0,iucn
211332,0,NaN,2,0,iucn
211333,0,NaN,2,0,iucn
211334,0,NaN,2,0,iucn
211335,0,NaN,2,0,iucn
211336,0,NaN,2,0,iucn
211337,0,NaN,2,0,iucn
212040,0,NaN,2,0,iucn
212041,0,NaN,2,0,iucn
212042,0,NaN,2,0,iucn
212043,0,NaN,2,0,iucn
212044,0,NaN,2,0,iucn
212045,0,NaN,2,0,iucn
212046,0,NaN,2,0,iucn
212047,0,NaN,2,0,iucn
212048,0,NaN,2,0,iucn
212049,0,NaN,2,0,iucn
212050,0,NaN,2,0,iucn
212051,0,NaN,2,0,iucn
212052,0,NaN,2,0,iucn
212053,0,NaN,2,0,iucn
212054,0,NaN,2,0,iucn
212055,0,NaN,2,0,iucn
212763,0,NaN,2,0,iucn
212764,0,NaN,2,0,iucn
212765,0,NaN,2,0,iucn
212766,0,NaN,2,0,iucn
212767,0,NaN,2,0,iucn
212768,0,NaN,2,0,iucn
212769,0,NaN,2,0,iucn
212770,0,NaN,2,0,iucn
212771,0,NaN,2,0,iucn
212772,0,NaN,2,0,iucn
