"rgn_id","habitat","variable","gap_fill"
5,"mangrove","trend","0"
6,"mangrove","trend","0"
7,"mangrove","trend","0"
8,"mangrove","trend","0"
9,"mangrove","trend","0"
14,"mangrove","trend","0"
15,"mangrove","trend","0"
16,"mangrove","trend","0"
17,"mangrove","trend","0"
18,"mangrove","trend","0"
24,"mangrove","trend","0"
25,"mangrove","trend","0"
26,"mangrove","trend","regional (r2) mean"
28,"mangrove","trend","0"
29,"mangrove","trend","three countries combined"
31,"mangrove","trend","0"
39,"mangrove","trend","0"
40,"mangrove","trend","0"
41,"mangrove","trend","0"
42,"mangrove","trend","0"
43,"mangrove","trend","0"
44,"mangrove","trend","0"
45,"mangrove","trend","0"
46,"mangrove","trend","0"
47,"mangrove","trend","0"
48,"mangrove","trend","0"
49,"mangrove","trend","0"
50,"mangrove","trend","0"
52,"mangrove","trend","regional (r2) mean"
53,"mangrove","trend","0"
54,"mangrove","trend","0"
62,"mangrove","trend","0"
65,"mangrove","trend","0"
66,"mangrove","trend","0"
96,"mangrove","trend","0"
97,"mangrove","trend","0"
98,"mangrove","trend","0"
99,"mangrove","trend","0"
102,"mangrove","trend","0"
104,"mangrove","trend","0"
106,"mangrove","trend","0"
108,"mangrove","trend","0"
110,"mangrove","trend","0"
111,"mangrove","trend","0"
112,"mangrove","trend","0"
113,"mangrove","trend","0"
114,"mangrove","trend","0"
115,"mangrove","trend","0"
116,"mangrove","trend","0"
117,"mangrove","trend","0"
118,"mangrove","trend","0"
119,"mangrove","trend","0"
120,"mangrove","trend","0"
122,"mangrove","trend","0"
124,"mangrove","trend","0"
125,"mangrove","trend","0"
126,"mangrove","trend","0"
127,"mangrove","trend","0"
129,"mangrove","trend","0"
130,"mangrove","trend","0"
131,"mangrove","trend","0"
132,"mangrove","trend","0"
133,"mangrove","trend","0"
134,"mangrove","trend","0"
135,"mangrove","trend","0"
136,"mangrove","trend","0"
137,"mangrove","trend","0"
138,"mangrove","trend","0"
139,"mangrove","trend","0"
140,"mangrove","trend","three countries combined"
162,"mangrove","trend","0"
163,"mangrove","trend","0"
164,"mangrove","trend","0"
166,"mangrove","trend","0"
167,"mangrove","trend","0"
168,"mangrove","trend","0"
169,"mangrove","trend","three countries combined"
171,"mangrove","trend","0"
190,"mangrove","trend","0"
191,"mangrove","trend","0"
193,"mangrove","trend","0"
194,"mangrove","trend","0"
195,"mangrove","trend","0"
196,"mangrove","trend","0"
197,"mangrove","trend","0"
198,"mangrove","trend","0"
199,"mangrove","trend","0"
200,"mangrove","trend","0"
202,"mangrove","trend","0"
203,"mangrove","trend","0"
204,"mangrove","trend","0"
205,"mangrove","trend","0"
