"Taxonid","FAO_rgn","ohi_rgn","year","bbmsy"
600223,81,18,2005,0.76
600223,81,18,2006,0.81
600223,81,18,2007,0.85
600223,81,18,2008,0.82
600223,81,18,2009,0.81
600223,81,18,2010,0.91
600223,81,146,2005,0.76
600223,81,146,2006,0.81
600223,81,146,2007,0.85
600223,81,146,2008,0.82
600223,81,146,2009,0.81
600223,81,146,2010,0.91
600223,81,147,2005,0.76
600223,81,147,2006,0.81
600223,81,147,2007,0.85
600223,81,147,2008,0.82
600223,81,147,2009,0.81
600223,81,147,2010,0.91
600223,81,153,2005,0.76
600223,81,153,2006,0.81
600223,81,153,2007,0.85
600223,81,153,2008,0.82
600223,81,153,2009,0.81
600223,81,153,2010,0.91
600223,81,155,2005,0.76
600223,81,155,2006,0.81
600223,81,155,2007,0.85
600223,81,155,2008,0.82
600223,81,155,2009,0.81
600223,81,155,2010,0.91
600223,81,162,2005,0.76
600223,81,162,2006,0.81
600223,81,162,2007,0.85
600223,81,162,2008,0.82
600223,81,162,2009,0.81
600223,81,162,2010,0.91
600223,87,130,2005,0.832
600223,87,130,2006,0.961
600223,87,130,2007,1.06
600223,87,130,2008,1.25
600223,87,130,2009,1.27
600223,87,130,2010,1.52
600223,87,132,2005,0.832
600223,87,132,2006,0.961
600223,87,132,2007,1.06
600223,87,132,2008,1.25
600223,87,132,2009,1.27
600223,87,132,2010,1.52
600223,87,137,2005,0.832
600223,87,137,2006,0.961
600223,87,137,2007,1.06
600223,87,137,2008,1.25
600223,87,137,2009,1.27
600223,87,137,2010,1.52
600226,21,108,2007,0.92
600226,21,108,2008,0.95
600226,21,108,2009,0.97
600226,21,108,2010,1.02
600226,21,163,2005,0.89
600226,21,163,2006,0.91
600226,21,163,2007,0.92
600226,21,163,2008,0.95
600226,21,163,2009,0.97
600226,21,163,2010,1.02
600226,21,218,2005,0.89
600226,21,218,2006,0.91
600226,21,218,2007,0.92
600226,21,218,2008,0.95
600226,21,218,2009,0.97
600226,21,218,2010,1.02
600226,21,219,2005,0.89
600226,21,219,2006,0.91
600226,21,219,2007,0.92
600226,21,219,2008,0.95
600226,21,219,2009,0.97
600226,21,219,2010,1.02
600226,27,55,2005,0.89
600226,27,55,2006,0.91
600226,27,55,2007,0.92
600226,27,55,2008,0.95
600226,27,55,2009,0.97
600226,27,55,2010,1.02
600226,27,57,2005,0.89
600226,27,57,2006,0.91
600226,27,57,2007,0.92
600226,27,57,2008,0.95
600226,27,57,2009,0.97
600226,27,57,2010,1.02
600226,27,59,2005,0.89
600226,27,59,2006,0.91
600226,27,59,2007,0.92
600226,27,59,2008,0.95
600226,27,59,2009,0.97
600226,27,59,2010,1.02
600226,27,60,2005,1
600226,27,60,2006,0.98
600226,27,60,2007,0.98
600226,27,60,2008,0.97
600226,27,60,2009,0.96
600226,27,60,2010,0.96
600226,27,141,2005,0.89
600226,27,141,2006,0.91
600226,27,141,2007,0.92
600226,27,141,2008,0.95
600226,27,141,2009,0.97
600226,27,141,2010,1.02
600226,27,175,2005,0.89
600226,27,175,2006,0.91
600226,27,175,2007,0.92
600226,27,175,2008,0.95
600226,27,175,2009,0.97
600226,27,175,2010,1.02
600226,27,176,2005,0.89
600226,27,176,2006,0.91
600226,27,176,2007,0.92
600226,27,176,2008,0.95
600226,27,176,2009,0.97
600226,27,176,2010,1.02
600226,27,177,2005,0.89
600226,27,177,2006,0.91
600226,27,177,2007,0.92
600226,27,177,2008,0.95
600226,27,177,2009,0.97
600226,27,177,2010,1.02
600226,27,179,2005,0.89
600226,27,179,2006,0.91
600226,27,179,2007,0.92
600226,27,179,2008,0.95
600226,27,179,2009,0.97
600226,27,179,2010,1.02
600226,27,180,2005,0.89
600226,27,180,2006,0.91
600226,27,180,2007,0.92
600226,27,180,2008,0.95
600226,27,180,2009,0.97
600226,27,180,2010,1.02
600226,27,181,2005,0.89
600226,27,181,2006,0.91
600226,27,181,2007,0.92
600226,27,181,2008,0.95
600226,27,181,2009,0.97
600226,27,181,2010,1.02
600226,27,182,2005,0.917425938001591
600226,27,182,2006,0.927452869637376
600226,27,182,2007,0.934959602546322
600226,27,182,2008,0.954986534182107
600226,27,182,2009,0.967506732908946
600226,27,182,2010,1.00504039745368
600226,27,183,2005,0.89
600226,27,183,2006,0.91
600226,27,183,2007,0.92
600226,27,183,2008,0.95
600226,27,183,2009,0.97
600226,27,183,2010,1.02
600226,27,223,2006,0.91
600226,27,223,2007,0.92
600226,27,223,2008,0.95
600226,27,223,2009,0.97
600226,27,223,2010,1.02
600226,27,227,2005,0.89
600226,27,227,2006,0.91
600226,27,227,2007,0.92
600226,27,227,2008,0.95
600226,27,227,2009,0.97
600226,27,227,2010,1.02
600226,27,228,2005,0.89
600226,27,228,2006,0.91
600226,27,228,2007,0.92
600226,27,228,2008,0.95
600226,27,228,2009,0.97
600226,27,228,2010,1.02
600226,31,108,2005,0.89
600226,31,108,2006,0.91
600226,31,108,2007,0.92
600226,31,108,2008,0.95
600226,31,108,2009,0.97
600226,31,108,2010,1.02
600226,31,110,2005,0.89
600226,31,110,2006,0.91
600226,31,110,2007,0.92
600226,31,110,2008,0.95
600226,31,110,2009,0.97
600226,31,110,2010,1.02
600226,31,111,2007,0.92
600226,31,111,2008,0.95
600226,31,111,2009,0.97
600226,31,111,2010,1.02
600226,31,112,2005,0.89
600226,31,112,2006,0.91
600226,31,112,2007,0.92
600226,31,112,2008,0.95
600226,31,112,2009,0.97
600226,31,112,2010,1.02
600226,31,114,2005,0.89
600226,31,114,2006,0.91
600226,31,114,2007,0.92
600226,31,114,2008,0.95
600226,31,114,2009,0.97
600226,31,114,2010,1.02
600226,31,115,2010,1.02
600226,31,116,2005,0.89
600226,31,116,2006,0.91
600226,31,116,2007,0.92
600226,31,116,2008,0.95
600226,31,116,2009,0.97
600226,31,116,2010,1.02
600226,31,117,2005,0.89
600226,31,117,2006,0.91
600226,31,117,2007,0.92
600226,31,117,2008,0.95
600226,31,117,2009,0.97
600226,31,117,2010,1.02
600226,31,118,2005,0.89
600226,31,118,2006,0.91
600226,31,118,2007,0.92
600226,31,118,2008,0.95
600226,31,118,2009,0.97
600226,31,118,2010,1.02
600226,31,119,2005,0.89
600226,31,119,2006,0.91
600226,31,119,2007,0.92
600226,31,119,2008,0.95
600226,31,119,2009,0.97
600226,31,119,2010,1.02
600226,31,120,2005,0.89
600226,31,120,2006,0.91
600226,31,120,2007,0.92
600226,31,120,2008,0.95
600226,31,120,2009,0.97
600226,31,120,2010,1.02
600226,31,121,2005,0.89
600226,31,121,2006,0.91
600226,31,121,2007,0.92
600226,31,121,2008,0.95
600226,31,121,2009,0.97
600226,31,121,2010,1.02
600226,31,122,2005,0.89
600226,31,122,2006,0.91
600226,31,122,2007,0.92
600226,31,122,2008,0.95
600226,31,122,2009,0.97
600226,31,122,2010,1.02
600226,31,123,2005,0.89
600226,31,123,2006,0.91
600226,31,123,2007,0.92
600226,31,123,2008,0.95
600226,31,123,2009,0.97
600226,31,123,2010,1.02
600226,31,124,2005,0.89
600226,31,124,2006,0.91
600226,31,124,2007,0.92
600226,31,124,2008,0.95
600226,31,124,2009,0.97
600226,31,124,2010,1.02
600226,31,125,2005,0.89
600226,31,125,2006,0.91
600226,31,125,2007,0.92
600226,31,125,2008,0.95
600226,31,125,2009,0.97
600226,31,125,2010,1.02
600226,31,126,2005,0.89
600226,31,126,2006,0.91
600226,31,126,2007,0.92
600226,31,126,2008,0.95
600226,31,126,2009,0.97
600226,31,126,2010,1.02
600226,31,127,2005,0.89
600226,31,127,2006,0.91
600226,31,127,2007,0.92
600226,31,127,2008,0.95
600226,31,127,2009,0.97
600226,31,127,2010,1.02
600226,31,129,2005,0.89
600226,31,129,2006,0.91
600226,31,129,2007,0.92
600226,31,129,2008,0.95
600226,31,129,2009,0.97
600226,31,129,2010,1.02
600226,31,130,2005,0.89
600226,31,130,2006,0.91
600226,31,130,2007,0.92
600226,31,130,2008,0.95
600226,31,130,2009,0.97
600226,31,130,2010,1.02
600226,31,131,2005,0.89
600226,31,131,2006,0.91
600226,31,131,2007,0.92
600226,31,131,2008,0.95
600226,31,131,2009,0.97
600226,31,131,2010,1.02
600226,31,132,2005,0.89
600226,31,132,2006,0.91
600226,31,132,2007,0.92
600226,31,132,2008,0.95
600226,31,132,2009,0.97
600226,31,132,2010,1.02
600226,31,133,2005,0.89
600226,31,133,2006,0.91
600226,31,133,2007,0.92
600226,31,133,2008,0.95
600226,31,133,2009,0.97
600226,31,133,2010,1.02
600226,31,135,2005,0.89
600226,31,135,2006,0.91
600226,31,135,2007,0.92
600226,31,135,2008,0.95
600226,31,135,2009,0.97
600226,31,135,2010,1.02
600226,31,136,2005,0.89
600226,31,136,2006,0.91
600226,31,136,2007,0.92
600226,31,136,2008,0.95
600226,31,136,2009,0.97
600226,31,136,2010,1.02
600226,31,139,2005,0.89
600226,31,139,2006,0.91
600226,31,139,2007,0.92
600226,31,139,2008,0.95
600226,31,139,2009,0.97
600226,31,139,2010,1.02
600226,31,140,2005,0.89
600226,31,140,2006,0.91
600226,31,140,2007,0.92
600226,31,140,2008,0.95
600226,31,140,2009,0.97
600226,31,140,2010,1.02
600226,31,163,2005,0.89
600226,31,163,2006,0.91
600226,31,163,2007,0.92
600226,31,163,2008,0.95
600226,31,163,2009,0.97
600226,31,163,2010,1.02
600226,31,164,2005,0.89
600226,31,164,2006,0.91
600226,31,164,2007,0.92
600226,31,164,2008,0.95
600226,31,164,2009,0.97
600226,31,164,2010,1.02
600226,31,166,2005,0.89
600226,31,166,2006,0.91
600226,31,166,2007,0.92
600226,31,166,2008,0.95
600226,31,166,2009,0.97
600226,31,166,2010,1.02
600226,31,167,2005,0.89
600226,31,167,2006,0.91
600226,31,167,2007,0.92
600226,31,167,2008,0.95
600226,31,167,2009,0.97
600226,31,167,2010,1.02
600226,31,168,2005,0.89
600226,31,168,2006,0.91
600226,31,168,2007,0.92
600226,31,168,2008,0.95
600226,31,168,2009,0.97
600226,31,168,2010,1.02
600226,31,169,2005,0.89
600226,31,169,2006,0.91
600226,31,169,2007,0.92
600226,31,169,2008,0.95
600226,31,169,2009,0.97
600226,31,169,2010,1.02
600226,31,171,2005,0.89
600226,31,171,2006,0.91
600226,31,171,2007,0.92
600226,31,171,2008,0.95
600226,31,171,2009,0.97
600226,31,171,2010,1.02
600226,31,179,2005,0.89
600226,31,179,2006,0.91
600226,31,179,2007,0.92
600226,31,179,2008,0.95
600226,31,179,2009,0.97
600226,31,179,2010,1.02
600226,31,220,2005,0.89
600226,31,220,2006,0.91
600226,31,220,2007,0.92
600226,31,220,2008,0.95
600226,31,220,2009,0.97
600226,31,220,2010,1.02
600226,31,221,2005,0.89
600226,31,221,2006,0.91
600226,31,221,2007,0.92
600226,31,221,2008,0.95
600226,31,221,2009,0.97
600226,31,221,2010,1.02
600226,31,244,2005,0.89
600226,31,244,2006,0.91
600226,31,244,2007,0.92
600226,31,244,2008,0.95
600226,31,244,2009,0.97
600226,31,244,2010,1.02
600226,31,245,2005,0.89
600226,31,245,2006,0.91
600226,31,245,2007,0.92
600226,31,245,2008,0.95
600226,31,245,2009,0.97
600226,31,245,2010,1.02
600226,31,248,2005,0.89
600226,31,248,2006,0.91
600226,31,248,2007,0.92
600226,31,248,2008,0.95
600226,31,248,2009,0.97
600226,31,248,2010,1.02
600226,31,249,2005,0.89
600226,31,249,2006,0.91
600226,31,249,2007,0.92
600226,31,249,2008,0.95
600226,31,249,2009,0.97
600226,31,249,2010,1.02
600226,31,250,2005,0.89
600226,31,250,2006,0.91
600226,31,250,2007,0.92
600226,31,250,2008,0.95
600226,31,250,2009,0.97
600226,31,250,2010,1.02
600226,34,55,2005,0.89
600226,34,55,2006,0.91
600226,34,55,2007,0.92
600226,34,55,2008,0.95
600226,34,55,2009,0.97
600226,34,55,2010,1.02
600226,34,56,2005,0.89
600226,34,56,2006,0.91
600226,34,56,2007,0.92
600226,34,56,2008,0.95
600226,34,56,2009,0.97
600226,34,56,2010,1.02
600226,34,57,2005,0.89
600226,34,57,2006,0.91
600226,34,57,2007,0.92
600226,34,57,2008,0.95
600226,34,57,2009,0.97
600226,34,57,2010,1.02
600226,34,58,2005,0.89
600226,34,58,2006,0.91
600226,34,58,2007,0.92
600226,34,58,2008,0.95
600226,34,58,2009,0.97
600226,34,58,2010,1.02
600226,34,60,2005,1
600226,34,60,2006,0.98
600226,34,60,2007,0.98
600226,34,60,2008,0.97
600226,34,60,2009,0.96
600226,34,60,2010,0.96
600226,34,62,2005,0.89
600226,34,62,2006,0.91
600226,34,62,2007,0.92
600226,34,62,2008,0.95
600226,34,62,2009,0.97
600226,34,62,2010,1.02
600226,34,64,2005,0.89
600226,34,64,2006,0.91
600226,34,64,2007,0.92
600226,34,64,2008,0.95
600226,34,64,2009,0.97
600226,34,64,2010,1.02
600226,34,65,2005,0.89
600226,34,65,2006,0.91
600226,34,65,2007,0.92
600226,34,65,2008,0.95
600226,34,65,2009,0.97
600226,34,65,2010,1.02
600226,34,66,2005,0.89
600226,34,66,2006,0.91
600226,34,66,2007,0.92
600226,34,66,2008,0.95
600226,34,66,2009,0.97
600226,34,66,2010,1.02
600226,34,85,2005,0.89
600226,34,85,2006,0.91
600226,34,85,2007,0.92
600226,34,85,2008,0.95
600226,34,85,2009,0.97
600226,34,85,2010,1.02
600226,34,96,2005,0.89
600226,34,96,2006,0.91
600226,34,96,2007,0.92
600226,34,96,2008,0.95
600226,34,96,2009,0.97
600226,34,96,2010,1.02
600226,34,97,2005,0.89
600226,34,97,2006,0.91
600226,34,97,2007,0.92
600226,34,97,2008,0.95
600226,34,97,2009,0.97
600226,34,97,2010,1.02
600226,34,98,2005,0.89
600226,34,98,2006,0.91
600226,34,98,2007,0.92
600226,34,98,2008,0.95
600226,34,98,2009,0.97
600226,34,98,2010,1.02
600226,34,99,2005,0.89
600226,34,99,2006,0.91
600226,34,99,2007,0.92
600226,34,99,2008,0.95
600226,34,99,2009,0.97
600226,34,99,2010,1.02
600226,34,100,2005,0.89
600226,34,100,2006,0.91
600226,34,100,2007,0.92
600226,34,100,2008,0.95
600226,34,100,2009,0.97
600226,34,100,2010,1.02
600226,34,103,2005,0.89
600226,34,103,2006,0.91
600226,34,103,2007,0.92
600226,34,103,2008,0.95
600226,34,103,2009,0.97
600226,34,103,2010,1.02
600226,34,104,2005,0.89
600226,34,104,2006,0.91
600226,34,104,2007,0.92
600226,34,104,2008,0.95
600226,34,104,2009,0.97
600226,34,104,2010,1.02
600226,34,106,2005,0.89
600226,34,106,2006,0.91
600226,34,106,2007,0.92
600226,34,106,2008,0.95
600226,34,106,2009,0.97
600226,34,106,2010,1.02
600226,34,171,2005,0.89
600226,34,171,2006,0.91
600226,34,171,2007,0.92
600226,34,171,2008,0.95
600226,34,171,2009,0.97
600226,34,171,2010,1.02
600226,34,182,2005,1
600226,34,182,2006,0.98
600226,34,182,2007,0.98
600226,34,182,2008,0.97
600226,34,182,2009,0.96
600226,34,182,2010,0.96
600226,34,183,2005,0.89
600226,34,183,2006,0.91
600226,34,183,2007,0.92
600226,34,183,2008,0.95
600226,34,183,2009,0.97
600226,34,183,2010,1.02
600226,34,193,2005,0.89
600226,34,193,2006,0.91
600226,34,193,2007,0.92
600226,34,193,2008,0.95
600226,34,193,2009,0.97
600226,34,193,2010,1.02
600226,34,194,2005,0.89
600226,34,194,2006,0.91
600226,34,194,2007,0.92
600226,34,194,2008,0.95
600226,34,194,2009,0.97
600226,34,194,2010,1.02
600226,34,195,2005,0.89
600226,34,195,2006,0.91
600226,34,195,2007,0.92
600226,34,195,2008,0.95
600226,34,195,2009,0.97
600226,34,195,2010,1.02
600226,34,196,2005,0.89
600226,34,196,2006,0.91
600226,34,196,2007,0.92
600226,34,196,2008,0.95
600226,34,196,2009,0.97
600226,34,196,2010,1.02
600226,34,197,2005,0.89
600226,34,197,2006,0.91
600226,34,197,2007,0.92
600226,34,197,2008,0.95
600226,34,197,2009,0.97
600226,34,197,2010,1.02
600226,34,198,2005,0.89
600226,34,198,2006,0.91
600226,34,198,2007,0.92
600226,34,198,2008,0.95
600226,34,198,2009,0.97
600226,34,198,2010,1.02
600226,34,199,2005,0.89
600226,34,199,2006,0.91
600226,34,199,2007,0.92
600226,34,199,2008,0.95
600226,34,199,2009,0.97
600226,34,199,2010,1.02
600226,34,200,2005,0.89
600226,34,200,2006,0.91
600226,34,200,2007,0.92
600226,34,200,2008,0.95
600226,34,200,2009,0.97
600226,34,200,2010,1.02
600226,37,60,2005,1
600226,37,60,2006,0.98
600226,37,60,2007,0.98
600226,37,60,2008,0.97
600226,37,60,2009,0.96
600226,37,60,2010,0.96
600226,37,61,2005,1
600226,37,61,2006,0.98
600226,37,61,2007,0.98
600226,37,61,2008,0.97
600226,37,61,2009,0.96
600226,37,61,2010,0.96
600226,37,62,2005,1
600226,37,62,2006,0.98
600226,37,62,2007,0.98
600226,37,62,2008,0.97
600226,37,62,2009,0.96
600226,37,62,2010,0.96
600226,37,63,2005,1
600226,37,63,2006,0.98
600226,37,63,2007,0.98
600226,37,63,2008,0.97
600226,37,63,2009,0.96
600226,37,63,2010,0.96
600226,37,67,2005,1
600226,37,67,2006,0.98
600226,37,67,2007,0.98
600226,37,67,2008,0.97
600226,37,67,2009,0.96
600226,37,67,2010,0.96
600226,37,68,2005,1
600226,37,68,2006,0.98
600226,37,68,2007,0.98
600226,37,68,2008,0.97
600226,37,68,2009,0.96
600226,37,68,2010,0.96
600226,37,71,2005,1
600226,37,71,2006,0.98
600226,37,71,2007,0.98
600226,37,71,2008,0.97
600226,37,71,2009,0.96
600226,37,71,2010,0.96
600226,37,72,2005,1
600226,37,72,2006,0.98
600226,37,72,2007,0.98
600226,37,72,2008,0.97
600226,37,72,2009,0.96
600226,37,72,2010,0.96
600226,37,74,2005,1
600226,37,74,2006,0.98
600226,37,74,2007,0.98
600226,37,74,2008,0.97
600226,37,74,2009,0.96
600226,37,74,2010,0.96
600226,37,75,2005,1
600226,37,75,2006,0.98
600226,37,75,2007,0.98
600226,37,75,2008,0.97
600226,37,75,2009,0.96
600226,37,75,2010,0.96
600226,37,76,2005,1
600226,37,76,2006,0.98
600226,37,76,2007,0.98
600226,37,76,2008,0.97
600226,37,76,2009,0.96
600226,37,76,2010,0.96
600226,37,77,2005,1
600226,37,77,2006,0.98
600226,37,77,2007,0.98
600226,37,77,2008,0.97
600226,37,77,2009,0.96
600226,37,77,2010,0.96
600226,37,78,2005,1
600226,37,78,2006,0.98
600226,37,78,2007,0.98
600226,37,78,2008,0.97
600226,37,78,2009,0.96
600226,37,78,2010,0.96
600226,37,79,2005,1
600226,37,79,2006,0.98
600226,37,79,2007,0.98
600226,37,79,2008,0.97
600226,37,79,2009,0.96
600226,37,79,2010,0.96
600226,37,80,2005,1
600226,37,80,2006,0.98
600226,37,80,2007,0.98
600226,37,80,2008,0.97
600226,37,80,2009,0.96
600226,37,80,2010,0.96
600226,37,81,2005,1
600226,37,81,2006,0.98
600226,37,81,2007,0.98
600226,37,81,2008,0.97
600226,37,81,2009,0.96
600226,37,81,2010,0.96
600226,37,82,2005,1
600226,37,82,2006,0.98
600226,37,82,2007,0.98
600226,37,82,2008,0.97
600226,37,82,2009,0.96
600226,37,82,2010,0.96
600226,37,84,2005,1
600226,37,84,2006,0.98
600226,37,84,2007,0.98
600226,37,84,2008,0.97
600226,37,84,2009,0.96
600226,37,84,2010,0.96
600226,37,179,2005,1
600226,37,179,2006,0.98
600226,37,179,2007,0.98
600226,37,179,2008,0.97
600226,37,179,2009,0.96
600226,37,179,2010,0.96
600226,37,182,2005,1
600226,37,182,2006,0.98
600226,37,182,2007,0.98
600226,37,182,2008,0.97
600226,37,182,2009,0.96
600226,37,182,2010,0.96
600226,37,184,2005,1
600226,37,184,2006,0.98
600226,37,184,2007,0.98
600226,37,184,2008,0.97
600226,37,184,2009,0.96
600226,37,184,2010,0.96
600226,37,185,2005,1
600226,37,185,2006,0.98
600226,37,185,2007,0.98
600226,37,185,2008,0.97
600226,37,185,2009,0.96
600226,37,185,2010,0.96
600226,37,186,2005,1
600226,37,186,2006,0.98
600226,37,186,2007,0.98
600226,37,186,2008,0.97
600226,37,186,2009,0.96
600226,37,186,2010,0.96
600226,37,187,2005,1
600226,37,187,2006,0.98
600226,37,187,2007,0.98
600226,37,187,2008,0.97
600226,37,187,2009,0.96
600226,37,187,2010,0.96
600226,37,188,2005,1
600226,37,188,2006,0.98
600226,37,188,2007,0.98
600226,37,188,2008,0.97
600226,37,188,2009,0.96
600226,37,188,2010,0.96
600226,37,214,2005,1
600226,37,214,2006,0.98
600226,37,214,2007,0.98
600226,37,214,2008,0.97
600226,37,214,2009,0.96
600226,37,214,2010,0.96
600226,37,232,2005,1
600226,37,232,2006,0.98
600226,37,232,2007,0.98
600226,37,232,2008,0.97
600226,37,232,2009,0.96
600226,37,232,2010,0.96
600226,37,255,2005,1
600226,37,255,2006,0.98
600226,37,255,2007,0.98
600226,37,255,2008,0.97
600226,37,255,2009,0.96
600226,37,255,2010,0.96
600226,41,169,2005,0.89
600226,41,169,2006,0.91
600226,41,169,2007,0.92
600226,41,169,2008,0.95
600226,41,169,2009,0.97
600226,41,169,2010,1.02
600226,41,171,2005,0.907349748362353
600226,41,171,2006,0.921040748957861
600226,41,171,2007,0.929463499106738
600226,41,171,2008,0.953154499702246
600226,41,171,2009,0.968422750148877
600226,41,171,2010,1.01053650089326
600226,41,173,2005,1
600226,41,173,2006,0.98
600226,41,173,2007,0.98
600226,41,173,2008,0.97
600226,41,173,2009,0.96
600226,41,173,2010,0.96
600226,47,85,2005,0.89
600226,47,85,2006,0.91
600226,47,85,2007,0.92
600226,47,85,2008,0.95
600226,47,85,2009,0.97
600226,47,85,2010,1.02
600226,47,86,2005,1
600226,47,86,2006,0.98
600226,47,86,2007,0.98
600226,47,86,2008,0.97
600226,47,86,2009,0.96
600226,47,86,2010,0.96
600226,47,88,2005,1
600226,47,88,2006,0.98
600226,47,88,2007,0.98
600226,47,88,2008,0.97
600226,47,88,2009,0.96
600226,47,88,2010,0.96
600226,47,100,2005,0.89
600226,47,100,2006,0.91
600226,47,100,2007,0.92
600226,47,100,2008,0.95
600226,47,100,2009,0.97
600226,47,100,2010,1.02
600226,47,101,2005,1
600226,47,101,2006,0.98
600226,47,101,2007,0.98
600226,47,101,2008,0.97
600226,47,101,2009,0.96
600226,47,101,2010,0.96
600226,47,102,2005,1.28415958446756
600226,47,102,2006,1.22677016545867
600226,47,102,2007,1.19935125818548
600226,47,102,2008,1.16691760678015
600226,47,102,2009,1.13199132744089
600226,47,102,2010,1.11703555983734
600226,47,198,2005,0.89
600226,47,198,2006,0.91
600226,47,198,2007,0.92
600226,47,198,2008,0.95
600226,47,198,2009,0.97
600226,47,198,2010,1.02
600226,47,199,2005,0.89
600226,47,199,2006,0.91
600226,47,199,2007,0.92
600226,47,199,2008,0.95
600226,47,199,2009,0.97
600226,47,199,2010,1.02
600226,47,200,2005,0.89
600226,47,200,2006,0.91
600226,47,200,2007,0.92
600226,47,200,2008,0.95
600226,47,200,2009,0.97
600226,47,200,2010,1.02
600226,51,28,2005,2.14
600226,51,28,2006,1.97
600226,51,28,2007,1.86
600226,51,28,2008,1.76
600226,51,28,2009,1.65
600226,51,28,2010,1.59
600226,51,29,2005,2.14
600226,51,29,2006,1.97
600226,51,29,2007,1.86
600226,51,29,2008,1.76
600226,51,29,2009,1.65
600226,51,29,2010,1.59
600226,51,30,2005,2.14
600226,51,30,2006,1.97
600226,51,30,2007,1.86
600226,51,30,2008,1.76
600226,51,30,2009,1.65
600226,51,30,2010,1.59
600226,51,31,2005,2.14
600226,51,31,2006,1.97
600226,51,31,2007,1.86
600226,51,31,2008,1.76
600226,51,31,2009,1.65
600226,51,31,2010,1.59
600226,51,32,2005,2.14
600226,51,32,2006,1.97
600226,51,32,2007,1.86
600226,51,32,2008,1.76
600226,51,32,2009,1.65
600226,51,32,2010,1.59
600226,51,33,2005,2.14
600226,51,33,2006,1.97
600226,51,33,2007,1.86
600226,51,33,2008,1.76
600226,51,33,2009,1.65
600226,51,33,2010,1.59
600226,51,34,2005,2.14
600226,51,34,2006,1.97
600226,51,34,2007,1.86
600226,51,34,2008,1.76
600226,51,34,2009,1.65
600226,51,34,2010,1.59
600226,51,35,2005,2.14
600226,51,35,2006,1.97
600226,51,35,2007,1.86
600226,51,35,2008,1.76
600226,51,35,2009,1.65
600226,51,35,2010,1.59
600226,51,36,2005,2.14
600226,51,36,2006,1.97
600226,51,36,2007,1.86
600226,51,36,2008,1.76
600226,51,36,2009,1.65
600226,51,36,2010,1.59
600226,51,37,2005,2.14
600226,51,37,2006,1.97
600226,51,37,2007,1.86
600226,51,37,2008,1.76
600226,51,37,2009,1.65
600226,51,37,2010,1.59
600226,51,38,2005,2.14
600226,51,38,2006,1.97
600226,51,38,2007,1.86
600226,51,38,2008,1.76
600226,51,38,2009,1.65
600226,51,38,2010,1.59
600226,51,39,2005,2.14
600226,51,39,2006,1.97
600226,51,39,2007,1.86
600226,51,39,2008,1.76
600226,51,39,2009,1.65
600226,51,39,2010,1.59
600226,51,41,2005,2.14
600226,51,41,2006,1.97
600226,51,41,2007,1.86
600226,51,41,2008,1.76
600226,51,41,2009,1.65
600226,51,41,2010,1.59
600226,51,42,2005,2.14
600226,51,42,2006,1.97
600226,51,42,2007,1.86
600226,51,42,2008,1.76
600226,51,42,2009,1.65
600226,51,42,2010,1.59
600226,51,43,2005,2.14
600226,51,43,2006,1.97
600226,51,43,2007,1.86
600226,51,43,2008,1.76
600226,51,43,2009,1.65
600226,51,43,2010,1.59
600226,51,44,2005,2.14
600226,51,44,2006,1.97
600226,51,44,2007,1.86
600226,51,44,2008,1.76
600226,51,44,2009,1.65
600226,51,44,2010,1.59
600226,51,47,2005,2.14
600226,51,47,2006,1.97
600226,51,47,2007,1.86
600226,51,47,2008,1.76
600226,51,47,2009,1.65
600226,51,47,2010,1.59
600226,51,48,2005,2.14
600226,51,48,2006,1.97
600226,51,48,2007,1.86
600226,51,48,2008,1.76
600226,51,48,2009,1.65
600226,51,48,2010,1.59
600226,51,50,2005,2.14
600226,51,50,2006,1.97
600226,51,50,2007,1.86
600226,51,50,2008,1.76
600226,51,50,2009,1.65
600226,51,50,2010,1.59
600226,51,53,2005,2.14
600226,51,53,2006,1.97
600226,51,53,2007,1.86
600226,51,53,2008,1.76
600226,51,53,2009,1.65
600226,51,53,2010,1.59
600226,51,54,2005,2.14
600226,51,54,2006,1.97
600226,51,54,2007,1.86
600226,51,54,2008,1.76
600226,51,54,2009,1.65
600226,51,54,2010,1.59
600226,51,79,2006,1.97
600226,51,79,2007,1.86
600226,51,79,2008,1.76
600226,51,79,2009,1.65
600226,51,79,2010,1.59
600226,51,102,2005,2.14
600226,51,102,2006,1.97
600226,51,102,2007,1.86
600226,51,102,2008,1.76
600226,51,102,2009,1.65
600226,51,102,2010,1.59
600226,51,191,2005,2.14
600226,51,191,2006,1.97
600226,51,191,2007,1.86
600226,51,191,2008,1.76
600226,51,191,2009,1.65
600226,51,191,2010,1.59
600226,51,202,2005,2.14
600226,51,202,2006,1.97
600226,51,202,2007,1.86
600226,51,202,2008,1.76
600226,51,202,2009,1.65
600226,51,202,2010,1.59
600226,51,203,2005,2.14
600226,51,203,2006,1.97
600226,51,203,2007,1.86
600226,51,203,2008,1.76
600226,51,203,2009,1.65
600226,51,203,2010,1.59
600226,57,1,2007,1.86
600226,57,1,2008,1.76
600226,57,1,2009,1.65
600226,57,1,2010,1.59
600226,57,2,2005,2.14
600226,57,2,2006,1.97
600226,57,2,2007,1.86
600226,57,2,2008,1.76
600226,57,2,2009,1.65
600226,57,2,2010,1.59
600226,57,16,2005,2.14
600226,57,16,2006,1.97
