"rgn_id","avg3yr_2004","avg3yr_2005","avg3yr_2006","avg3yr_2007","avg3yr_2008","avg3yr_2009","avg3yr_2010","avg3yr_2011","avg3yr_2012","avg3yr_2013","avg3yr_2014","Reference_avg1979to2014monthlypixels","pctdevR_2004","pctdevR_2005","pctdevR_2006","pctdevR_2007","pctdevR_2008","pctdevR_2009","pctdevR_2010","pctdevR_2011","pctdevR_2012","pctdevR_2013","pctdevR_2014","Trend_2006to2010_pctdevRperyr","Trend_2007to2011_pctdevRperyr","Trend_2008to2012_pctdevRperyr","Trend_2009to2013_pctdevRperyr","Trend_2010to2014_pctdevRperyr","pole","rgn_typ","rgn_nam"
0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA
20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","South Korea"
21,85.3333333333333,86.6666666666667,86,97.3333333333333,106.666666666667,107.666666666667,110.666666666667,104.666666666667,110.333333333333,113.333333333333,115.333333333333,100,0.853333333333333,0.866666666666667,0.86,0.973333333333333,1.06666666666667,1.07666666666667,1.10666666666667,1.04666666666667,1.10333333333333,1.13333333333333,1.15333333333333,0.0596666666666673,0.0186666666666663,0.00433333333333323,0.0110000000000002,0.017999999999997,"n","eez","North Korea"
55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Azores"
59,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333,2.77777777777778,0.12,0.12,0.12,0.12,0,0,0,0,0,0,0.12,-0.0360000000000006,-0.024,0,0,0.0239999999999969,"n","eez","Belgium"
62,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Morocco"
69,35.6666666666667,35.3333333333333,43.3333333333333,53,50.6666666666667,47,42,51.3333333333333,51,49,44,55,0.648484848484848,0.642424242424242,0.787878787878788,0.963636363636364,0.921212121212121,0.854545454545454,0.763636363636364,0.933333333333333,0.927272727272727,0.890909090909091,0.8,-0.0157575757575769,-0.0218181818181824,0.00909090909090974,0.0236363636363642,0.00303030303030673,"n","eez","Latvia"
70,111.333333333333,108.666666666667,110.666666666667,106.666666666667,90.3333333333333,79.3333333333333,91,115,119,112.333333333333,100.666666666667,104.5,1.06539074960128,1.03987240829346,1.05901116427432,1.0207336523126,0.864433811802233,0.759170653907496,0.870813397129187,1.10047846889952,1.13875598086124,1.07496012759171,0.963317384370016,-0.0637958532695385,0.0165869218500894,0.088995215311007,0.0899521531100489,0.0159489633173884,"n","eez","Estonia"
73,13804,14137.6666666667,14389,14703.6666666667,14420.6666666667,14456.6666666667,14632,14772,15062.3333333333,14732.3333333333,14895.3333333333,13725.8611111111,1.00569282234873,1.03000216541767,1.04831309915792,1.07123819392024,1.05062017966895,1.05324296593413,1.06601690644789,1.07621663081248,1.09736891634,1.07332670890918,1.08520210227652,0.0017412386593838,0.00253536005634228,0.0116471138220434,0.00715194958421968,0.00354804697539727,"n","eez","Russia"
141,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"n","eez","Faeroe Islands"
143,160,197.666666666667,244.666666666667,250.333333333333,171.333333333333,122,130.666666666667,132,146,111,82.3333333333333,269.055555555556,0.59467272351848,0.734668593846789,0.909353706380343,0.930415032004956,0.636795374767706,0.453437951682841,0.485649390873426,0.490604996902746,0.542638860210613,0.412554201940946,0.306008672310551,-0.132438571133597,-0.103076605409875,-0.0151145983894275,-0.00247780301466063,-0.0437332232087491,"n","eez","Iceland"
144,126.666666666667,110,63.6666666666667,3.33333333333333,0,3.33333333333333,5,5,4,17,17,239.444444444444,0.529002320185615,0.459396751740139,0.265893271461717,0.0139211136890951,0,0.0139211136890951,0.0208816705336427,0.0208816705336427,0.0167053364269142,0.0709976798143852,0.0709976798143852,-0.0490023201856148,0.00348027842227461,0.0040371229698376,0.0109976798143854,0.015034802784221,"n","eez","Jan Mayen"
